row_index,hardware_name,hardware_index
275,ASICMiner USB Block Erupters,unknown
276,HashFast Shares,unknown
277,HashFast Shares,unknown
278,block erupters,unknown
279,Block Erupter USB,unknown
280,Baby Jet,50
281,HASHFAST 400GH/s,unknown
282,USB block erupters,unknown
283,block erupters,unknown
284,HashFast,unknown
285,ASICminer Erupter USB,unknown
286,batch #22/23,unknown
287,ASICminer Erupter USB,unknown
288,ASIC Miner Usb miners,unknown
289,Blades,unknown
290,Monarch,30
291,hashfast baby jet,unknown
292,ASICMiner USB Block Erupters,unknown
293,Erupter USB,unknown
294,ASICMINER Blade Miner,unknown
295,Alydian,unknown
296,BITFURY Chips,unknown
297,Cointerra Shares,unknown
298,DRILLBIT SYSTEM mining assembly,unknown
299,butterfly labs jalapeno,unknown
300,USB block erupters,unknown
301,ASICMINER's,unknown
302,Avalon ASIC Chips,unknown
303,GPUs,unknown
304,ASICs,unknown
305,HP Superdome SX2000 Itanium 2,unknown
306,BitFury Asic Units,unknown
307,Cointerra Shares,unknown
308,GPUs,unknown
309,CPUs,unknown
310,Single efficient machine (20GH),unknown
311,ASICminer Erupter GB#7,unknown
312,ASICMiner blades,unknown
313,HashBug development board,unknown
314,GB BabyJet batch #2,unknown
315,KnCMiner,54
316,BitFury,34
317,ASICMiner USB,unknown
318,CoinCraft Desk,unknown
319,Bitmine,35
320,Cointerra,40
321,ASICMiner Block Erupters,unknown
322,HashFast,51
323,"BPMC ""RED FURY"" USB MINERS",unknown
324,HashFast,51
325,RedFury USB miner 2.2 - 2.7 GH/s,unknown
326,AM Erupters,unknown
327,HashFast Sierra,52
328,HashFast Flash Sale,unknown
329,VMC Board,unknown
330,Bitfury miner,34
331,ZTEX project ZtexBTCMiner-120703,unknown
332,HashFast Sierra,52
333,HashFast Sierra,52
334,Cointerra Terraminer IV,40
335,Sierra,52
336,Hash Fast Baby Jet,50
337,GB HashFast unit,unknown
338,Blades,unknown
339,Block Erupter USB,unknown
340,Bitmine Coincraft,35
341,KnC,54
342,CointerraII,unknown
343,ASICMiner Block Erupters,unknown
344,"BPMC ""BLUE FURY"" 2.7 GH/s USB MINER",unknown
345,DZ HF R2 Baby Jet,unknown
346,KnCMiner Saturn,56
347,TerraMiner IV,40
348,KnC Jupiter,54
349,HashFast Shares,unknown
350,Blade Miners,unknown
351,KnC Jupiter,54
352,HashFast Sierra,52
353,BitSafe Wallet,unknown
354,HashFast Baby Jet,50
355,Avalon,17
356,"BPMC ""BLUE FURY"" 2.7 GH/s USB MINER",unknown
357,Bitmine Rig,35
358,Avalon,17
359,R1B,unknown
360,Terraminer IV,40
361,Bitmine Rig,35
362,"BPMC ""BLUE FURY"" 2.7 GH/s USB MINER",unknown
363,BPMC BLUEFURY USB Miner,unknown
364,R5 KnC Jupiter,54
365,Black Arrow rig(s),unknown
366,KnC Jupiter,54
367,ASICMiner Blades,unknown
368,Bitmine Rig,35
369,KnC Jupiter,54
370,R11,unknown
371,BLACK ARROW Bullet Run,unknown
372,R11,unknown
373,USB Miners,unknown
374,Avalon,17
375,KNC Jupiter,54
376,batch #32/31,unknown
377,50 USBs + 49-port hub,unknown
378,RED FURY,unknown
379,USB Miners,unknown
380,Avalon Gen. 2 Chips,unknown
381,Backplanes,unknown
382,Blade Miners,unknown
383,Cointerra Terraminer IV,40
384,Terraminer IV,40
385,USB hubs,unknown
386,$0.90,unknown
387,Blue Fury USB Miner,unknown
388,Feb '14,unknown
389,N America,unknown
390,Intl. Robocoin GB ATM Launch in EU,unknown
391,USB miners,unknown
392,blades,unknown
393,$5.82,unknown
394,$17.50,unknown
395,$1.80,unknown
396,Group Buy #21 backplanes,unknown
397,RED FURY,unknown
398,RED FURY,unknown
399,RED FURY,unknown
400,KnC Jupiter,54
401,ASICMiner 49 port hubs,unknown
402,Blade backplanes,unknown
403,batch #32/31,unknown
404,Plesk,unknown
405,14 USB,unknown
406,Blade miners,unknown
407,ASICMINER ERUPTER USB MINER,unknown
408,KnCMiner Neptune,55
409,BFL 4 GH/s Chips,unknown
410,R19X KnC Neptune,unknown
411,CoinTerra ASIC,40
412,BFL SC single,31
413,KnC,unknown
414,ASIC USB miner,unknown
415,AsicMiner Blade and Cube Miners,unknown
416,AntMiner S1,0
417,Block Erupters,unknown
418,KnCMiner Neptune,55
419,KnCMiner Neptune,55
420,2X NEPTUNE #1,unknown
421,KNC Jupiter,54
422,BFL singles,unknown
423,Bitfury 8board rig,unknown
424,KnC Neptune,55
425,AntMiner S1,0
426,Cubes,unknown
427,2 KnC Jupiters,unknown
428,Neptune,unknown
429,KnC Neptune,55
430,KNC Neptune,55
431,Black Arrow Prospero X-3,37
432,Terraminer IV,unknown
433,BitMine CoinCraft,unknown
434,KNC Neptune,55
435,BitMine CoinCraft,unknown
436,BitMine CoinCraft,unknown
437,KNC Neptune,55
438,Cointerra,unknown
439,Antminer U1 USB Erupter,unknown
440,Antminer U1 USB Erupter,unknown
441,Bitfury USB,unknown
442,Avalon 200Gh/s - 1.2Th/s,unknown
443,CUBE,unknown
444,Bitfury Bare Chips,unknown
445,KnCMiner Neptune,55
446,U1 antminer USB sticks,unknown
447,Sapphire 7950s,115
448,KNC Neptune,55
449,Corsair CX750 PSUs,unknown
450,Black Arrow Prospero x3,37
451,Avalon Mini Rig,28
452,AVALON GEN2,unknown
453,ANTMINERs,unknown
454,BTMine v1 Miner 200GH/s,unknown
455,RED FURY 2.5 GIGASH,unknown
456,KNC Neptunes,unknown
457,Netpune,unknown
458,ANTs,unknown
459,Live Unicorn 1HP bitcoin miner,unknown
460,50FT Cat6 Network Cable,unknown
461,TL-SG1005D 5-Port Gigabit Switch,unknown
462,Rosewill RHB-500 usb hub,unknown
463,industrial usb hubs,unknown
464,100FT CAT6 Network Cable,unknown
465,Anker hubs,unknown
466,ARCTIC B,unknown
467,5ft Cat6 Snagless Ethernet Cable,unknown
468,WD My Net Switch - 8 Port Gigabit Network Switch,unknown
469,Jally connector,unknown
470,10 port powered USB 2.0 hub,unknown
471,ANTMINER U1,unknown
472,Avalon 1.2Th/s,unknown
473,Professional quality USB hubs,unknown
474,Avalon 200Gh/s,unknown
475,P2Pool,unknown
476,CGMiner,unknown
477,<link> Labs,unknown
478,Raedon 7970 cards,118
479,<link> Bitcoim Asic 100 GH/s,unknown
480,550 GH/s asic machines,unknown
481,AntMiner U1,unknown
482,AntMiner U1,unknown
483,KNC November Saturn,unknown
484,for,unknown
485,BFL,unknown
486,ASICMiner Cubes,unknown
487,TerraMinerIV,unknown
488,Red Fury bitcoin miner 2.2~2.7 GH/s,unknown
489,ASICMiner Cube,unknown
490,ASICMiner Block Erupter USB 336MH/s Sapphire Miners,unknown
491,Antminer U1 USB Block Erupter 1.6Gh/s,unknown
492,Doc's Instant Hash R1,unknown
493,Avalon miner,unknown
494,Avalon miner,unknown
495,7xxx,unknown
496,5970,119
497,Magma backplane boards,unknown
498,Asus boards,unknown
499,MSI 890FXA,unknown
500,Antminer S1,0
501,Dualminer USB ASIC sha/scrypt miner,unknown
502,Antminer S1,0
503,Antminer S1,0
504,Avalon mining machine,unknown
505,BitFury StarterKit,unknown
506,TerraMiner IV,40
507,TerraMiner IV 3,unknown
508,TerraMiner IV 2,unknown
509,Nvidia GeForce GTX 275,223
510,Nvidia GeForce GTX 580,240
511,CoinTerra,unknown
512,CoinTerra,unknown
513,CoinTerra,unknown
514,Bitmine CoinCraft,unknown
515,Fury's miner,unknown
516,TerraMiner IV,40
517,2,unknown
518,2,unknown
519,1,unknown
520,1,unknown
521,1,unknown
522,LA1THS Bitcoin miner,unknown
523,2,unknown
524,10,unknown
525,10,unknown
526,2,unknown
527,GRIDSEED MINER,unknown
528,1,unknown
529,1,unknown
530,1,unknown
531,1,unknown
532,1,unknown
533,1,unknown
534,10,unknown
535,2,unknown
536,1,unknown
537,1,unknown
538,2,unknown
539,1,unknown
540,2,unknown
541,1,unknown
542,1,unknown
543,2,unknown
544,1,unknown
545,10,unknown
546,10,unknown
547,2,unknown
548,Gridseed Dual Asic,unknown
549,1,unknown
550,Antminer,unknown
551,antminer asics,unknown
552,Asicminer USBs,unknown
553,Antminer U1,9
554,Antminer U2,10
555,Gridseed Asics,unknown
556,Gridseed USB miner,unknown
557,antminer from bitmaintech,unknown
558,hex miner 15 Gigahashes USB Stick,unknown
559,Ant,unknown
560,Scrypt ASIC Gridseeds,unknown
561,JT miner,unknown
562,Bitmaintech.com,unknown
563,CoinTerra,unknown
564,Phoenix,unknown
565,Gridseed 5-chips USB miner,unknown
566,TerraHash.com,unknown
567,1T28nm colorbit,unknown
568,S1 AntMiners,unknown
569,Avalon,unknown
570,Gridseed,unknown
571,Gridseed Asics,unknown
572,Gridseed,unknown
573,Gridseed 5 Chip,unknown
574,Gridseed 5-Chip USB Miner,unknown
575,Wasp,unknown
576,Antminer,unknown
577,AntMiner S1,0
578,Bitfury Bare Chips,unknown
579,1THs 1.1kW 28nm,unknown
580,Dualminer USB ASIC scrypt miner,unknown
581,IceDrill,unknown
582,MPP,unknown
583,evo,unknown
584,GPUs,unknown
585,1TH-miner,unknown
586,Gridseed 5-Chip USB Miner,unknown
587,Alpha Viper Scrypt rigs,unknown
588,KNCminer Neptunes,unknown
589,Bitmine rig,unknown
590,1T Dragon Miner,unknown
591,GRIDSEED,unknown
592,Antminer,unknown
593,Jupiter KNCMiner,unknown
594,GRIDSEED,unknown
595,KnC N3PTUNE,unknown
596,ANTMINER S1,0
597,OPEN GRIDSEED miner,unknown
598,1TH Bitmine,unknown
599,SP30 Yukon,71
600,ANTMINER U2,10
601,Spondoolies-tech SP10,69
602,GRIDSEED,unknown
603,Sun Fire V880,unknown
604,Klondike,53
605,R9 290,unknown
606,BFL,unknown
607,Ninja Group Buy #3 Hosted,unknown
608,NinjaGRP#7 800GH Rackmount Avalon3 Miner,unknown
609,Antminer U2 2Gh/s USB miner,10
610,AMD ATI Radeon 6300M,unknown
611,Monarch,30
612,S2,1
613,Cointerra,40
614,Dragon,unknown
615,Avalon miner,unknown
616,Technobit HEX8A1,unknown
617,Gridseed USB,unknown
618,BLADE,12
619,Antminer s1,0
620,bitcoin client exe,unknown
621,GUIMiner,unknown
622,Antminer S-1,0
623,Dragon Miner,unknown
624,Antminer S2,1
625,Antminer S2,1
626,A1 Coincraft,unknown
627,Antminer S2,1
628,Antminer S2,1
629,Antminer S2,1
630,Spondoolies Tech SP10,69
631,A1 Coincraft,unknown
632,Ant Miner,unknown
633,Antminer S2,1
634,VMC bitcoin miner,unknown
635,Corsair CX750M,unknown
636,SP-Tech SP15,unknown
637,ASIC chip,unknown
638,Rockminer R-BOX,63
639,Gridseed,unknown
640,Antminer U2,10
641,SP30,71
642,Avalon chips,unknown
643,asic antminer s1,0
644,Rockminer R-Box,63
645,Avalon3 Single Module-290,unknown
646,A2 90MH,unknown
647,Silver Fish 28MH,unknown
648,1TH Dragon,unknown
649,A2 mini,unknown
650,Gridseed G-Black,unknown
651,Gridseed A1,unknown
652,Neptune,55
653,ScalaMiner 0.x beta,unknown
654,Titan,unknown
655,USB Asic miner,unknown
656,S1 Antminer,0
657,Antminer S1,0
658,Minion ASIC,unknown
659,B2-30M,unknown
660,Dragon 1T bitcoin miner,unknown
661,Technobit HEX16A3,unknown
662,BTCGarden-AM-v1,39
663,NEW 1.2T MINER,unknown
664,GPU,unknown
665,ASIC,unknown
666,CPU,unknown
667,Antminer S1,0
668,RK-BOX,64
669,Avalon,unknown
670,Corsair CX500,unknown
671,PSU,unknown
672,Avalon 2 TH,unknown
673,Antminer S1,0
674,X Box,unknown
675,R-Box,unknown
676,A1,unknown
677,Be200 chip,unknown
678,Silverfish,unknown
679,Rock Miner R-Box,unknown
680,A2,unknown
681,Raspberry Pi,unknown
682,Antminer S3,2
683,Bitcrane 1.1THs Unit,unknown
684,Gridseed A1,unknown
685,Bitcrane 1.1THs Unit,unknown
686,EBM,unknown
687,seasonic 1000 watt PSU,unknown
688,DPS-2000BB 2000W Server PSU Interface Board,unknown
689,ASICMiner Erupter USB,unknown
690,ASICMiner Erupter USB,unknown
691,UPS,unknown
692,BLACK ARROW Bullet Run w Bitfury,unknown
693,Black Arrow R9-12,unknown
694,AntMiner S3,2
695,AntMiner S1,0
696,AntMiner S2,1
697,ASICMiner Tube,16
698,AntMiner S3+,3
699,AntMiner S1,0
700,ASICMiner Erupter USB,unknown
701,DZ MC GB shares,unknown
702,AntMiner U2 USB STICKS,10
703,AntMiner S3,2
704,DB1000 2TH/s,unknown
705,GRIDSEED Miners,unknown
706,ASICMiner Prisma,14
707,Antminer S1 Conversion Kits,unknown
708,Bitfury Bare Chips,unknown
709,ASICMINER TUBE,16
710,Bitmaintech,unknown
711,Alpha Technology,unknown
712,Bitcoinrigs.org,unknown
713,KnC Jupiter,54
714,ASICMINER TUBE,16
715,Bitmine CoinCraft A1,unknown
716,Terraminers,unknown
717,KNC,unknown
718,Cointerra,unknown
719,Ant Miners,unknown
720,Spondoolies Tech SP10,69
721,Spondoolies Tech SP20,70
722,ANTMINER U3,11
723,ASICMiner Prisma,14
724,ASICMiner Prisma,14
725,KNC Neptune,55
726,Rock miner,unknown
727,Gridseeds,unknown
728,Fury,unknown
729,Ant S1,0
730,Lancelot,89
731,Icarus,87
732,usb miner,unknown
733,S-5,unknown
734,Antminer S5,5
735,AntMiner S3,2
736,Gridseed 5 Chip miners,unknown
737,Minera 0.4.0,unknown
738,AntMiner S5,5
739,R-BOX,unknown
740,Butterfly labs Jalapeo,unknown
741,Antminer S3,2
742,Hashblaster,unknown
743,Spondoolies Tech SP35,73
744,SP20,unknown
745,Corsair 750,unknown
746,evga 1300G2 Supernova,unknown
747,SP120 Corsair Fans,unknown
748,Ant S3,2
749,Antminer S5,5
750,hosted antminer S5,unknown
751,Sfards SF3301,unknown
752,S1,unknown
753,U3,11
754,S3s,unknown
755,291G,unknown
756,S3+,3
757,Antminer U2,10
758,BFL's,unknown
759,KNC mercury,57
760,S5,5
761,BITMAIN ANTMINER U3,11
762,1 TH/s Bitmine Rig,unknown
763,MG Chemical's 0.66 W/mK conductivity silicone heat transfer compound,unknown
764,TerraMiner,unknown
765,Rbox,unknown
766,Bitmine Desk V2,unknown
767,BTCGarden V2,unknown
768,Gridseed G-Black,unknown
769,S1,unknown
770,Antminer S3,2
771,MAT 256Mh,unknown
772,Antminer S2,1
773,U2,10
774,S5,5
775,S3,2
776,C1,unknown
777,Antminer S1,0
778,firmware,unknown
779,S5,5
780,Avalon 4.1,unknown
781,SP20,unknown
782,USB-FPGA Module 1.15y,95
783,Bitman Antminers S3,2
784,USB miner,unknown
785,Bitman Antminers S4,4
786,GPU gear,unknown
787,Bitman Antminers S5,5
788,FPGA mining,unknown
789,Quad-Spartan 6 LX150 FPGA Board with USB 2,unknown
790,Genesis Mining,unknown
791,RoadStress,unknown
792,Spondoolies,unknown
793,Antminer U3,11
794,Avalon mini,unknown
795,AntRouter,unknown
796,Avalon 4.1,unknown
797,TpLink Nano,unknown
798,S4+,unknown
799,Raspberry Pi,unknown
800,S9,8
801,S6,unknown
802,S5+,6
803,Spiceminer's Ant Viewer,unknown
804,Bitshopper.de,unknown
805,GekkoScience Compac,unknown
806,AntRouter R1,unknown
807,SIDEHACK STICK,unknown
808,Avalon Nano 3 USB,unknown
809,S5,5
810,Smart Miner 3.0,unknown
811,Radeon R9 290X,unknown
812,Antminer USB,unknown
813,S7,7
814,BM1384,unknown
815,avalon 4.1,unknown
816,antminer U2,10
817,sidehacks compacs,unknown
818,Antminer S5,5
819,Innosilicon A2 Terminator,unknown
820,Antminer S7,7
821,S5,5
822,Prismas,unknown
823,BFL 60,unknown
824,coincraft A1,unknown
825,technobit Hex miners,unknown
826,Dragon 1T,unknown
827,A1 miners,unknown
828,Bitmine Coincraft Desk V2,unknown
829,Dragon 1.5T,unknown
830,S5,5
831,Dragon miner,unknown
832,S3,2
833,Dragons,unknown
834,A3,unknown
835,21 Bitcoin Computer,unknown
836,Spondoolies Tech SP 20,70
837,Sidehack Stick,unknown
838,Sidehack Compac,unknown
839,Block Erupter 330MH/s,unknown
840,S3,2
841,SHA256d,unknown
842,CoincraftDesk,unknown
843,CoincraftDesk,unknown
844,CoincraftDesk,unknown
845,Gridseed Dual Asic Round 2,unknown
846,CoincraftDesk,unknown
847,CoincraftDesk,unknown
848,CoincraftDesk,unknown
849,CoincraftDesk,unknown
850,CoincraftDesk,unknown
851,CoincraftDesk,unknown
852,CoincraftDesk,unknown
853,CoincraftDesk,unknown
854,CoincraftDesk,unknown
855,CoincraftDesk,unknown
856,CoincraftDesk,unknown
857,USB miner,unknown
858,Avalon 4.1,unknown
859,Antminer S4,4
860,Antminer S7,7
861,Avalon6,22
862,Antminer S7,7
863,Prospero X36,unknown
864,The New SHA-256 Asic Miner 14nm B-ELEVEN,unknown
865,Avalon ASICs,unknown
866,Bitfury 16nm mining chip,unknown
867,GTX Titan X,unknown
868,SIDEHACK STICK,unknown
869,Antminer S2,1
870,Antminer S1,0
871,r7 370,unknown
872,ANTMINER S5+,6
873,Novello Technologies new Mining System Project,unknown
874,S5,5
875,ASIC,unknown
876,GPU,unknown
877,Antminer S7,7
878,Antminer 2,unknown
879,Antminer S7,7
880,Antminer S7,7
881,Antminer S5,5
882,S7 miner,7
883,BM1384,unknown
884,Gridseed,unknown
885,avalon4,unknown
886,Anker 7 port USB Hub,unknown
887,Antminer S5,5
888,Raspberry Pi 3,unknown
889,AntMiner U3,11
890,Antminer s9,8
891,Alienware Area 51,unknown
892,BitFury chips,unknown
893,Antminer s5,5
894,4kwatt board from finksy/j4bberwock,unknown
895,atx psu,unknown
896,ITOP pcie cables,unknown
897,2kwatt boards from optimizer,unknown
898,2kwatt boards from finksy/j4bberwock,unknown
899,server psu,unknown
900,dps-,unknown
901,Optimizer pcie cables,unknown
902,Finksy/J4bberwock pcie cables,unknown
903,Antminer S1/S3 Blade,unknown
904,ANTMINER S2,1
905,Antminer S3,2
906,Antminer S1,0
907,Banana Pi,unknown
908,S9,8
909,S7,7
910,Bitfury,unknown
911,Avalon,unknown
912,Antminer S9,8
913,AntMiner S7,7
914,Antiminers,unknown
915,gpu rig,unknown
916,S1,0
917,s7,7
918,s9,8
919,1600w PSU,unknown
920,HP 1200,unknown
921,Antminer R4,unknown
922,T9,unknown
923,bitcoin miner s5,5
924,usb miner,unknown
925,Avalon nano,unknown
926,old miner,unknown
927,AvalonMiner 721,23
928,A7,unknown
929,Avalon A6,22
930,FSP AURUM PRO 1200W 80+GOLD,unknown
931,HP 441830-001 1200W DL580 G5 DPS-1200FB A,unknown
932,DPS-2000,unknown
933,DPS-2500,unknown
934,IBM 2880,unknown
935,Sidehack 1200,unknown
936,GUI Miner,unknown
937,BITMAIN ANTMINERS,unknown
938,DIY PCI-e cables,unknown
939,GekkoScience,unknown
940,Antminer S7,7
941,S9 Board,unknown
942,S9,8
943,Pandaminer,unknown
944,Block Erupter USB,unknown
945,bm1385 chips,unknown
946,S5 chip,unknown
947,Stud hub from Klintay,unknown
948,s9s,8
949,Bitfury,unknown
950,B1 Avalon,unknown
951,Antminers,unknown
952,PSU,unknown
953,EVGA1600,unknown
954,1300W,unknown
955,800W,unknown
956,Cointerra,40
957,Antminer S3+,3
958,Spondoolies SP20,70
959,Antminer S5,5
960,Avalon 6,22
961,Antminer S9,8
962,Antminer S5,5
963,Antminer S7,7
964,Antminer S4,4
965,Cointerra Terraminers,40
966,z170 gaming pro,unknown
967,i5 6600k,unknown
968,1070GTX,unknown
969,Black Arrow,36
970,Butterfly Labs,unknown
971,Spondoolies,unknown
972,Avalon,unknown
973,Bitmain,unknown
974,Bitfury,unknown
975,Canaan Avalon 741,24
976,LKETC Dragon Miner,unknown
977,S9 hashing board,unknown
978,S7,7
979,S3+,3
980,1TH Dragon miner,unknown
981,Antminer S7,7
982,Futurebit Moonlander,unknown
983,Block Erupters,unknown
984,Avalons,unknown
985,Gekkoscience 2Pac stick,unknown
986,S9,8
987,S9,8
988,L3+,unknown
989,S9,8
990,AntMiner S2,1
991,Antminer,unknown
992,USB Block Erupter,unknown
993,S9,8
994,S9,8
995,Avalon 741,24
996,Netgear GS108,unknown
997,Cisco SF200-48,unknown
998,TPlink Switches,unknown
999,Asus router,unknown
1000,Netgear FS108,unknown
1001,Netgear GS105,unknown
1002,Cisco CCNA training guide,unknown
1003,Antminer S9 controller board,unknown
1004,S9,8
1005,APW3++,unknown
1006,ANTMINER S5,5
1007,surge protectors,unknown
1008,media converter,unknown
