month,optimistic_speculation,pessimistic_speculation,bitcoin_adoption,bitcoin_technology,bitcoin_challenges,altcoins,educational_resources,posts_count
2012-07,0.011363636363636364,0.0,0.07575757575757576,0.3371212121212121,0.14015151515151514,0.015151515151515152,0.42045454545454547,264
2012-08,0.020202020202020204,0.010101010101010102,0.08585858585858586,0.2878787878787879,0.20202020202020202,0.0,0.3939393939393939,198
2012-09,0.017605633802816902,0.01056338028169014,0.07394366197183098,0.27816901408450706,0.28169014084507044,0.007042253521126761,0.33098591549295775,284
2012-10,0.006060606060606061,0.006060606060606061,0.09696969696969697,0.24848484848484848,0.23636363636363636,0.006060606060606061,0.4,165
2012-11,0.013333333333333334,0.0,0.15333333333333332,0.21333333333333335,0.13333333333333333,0.02,0.4666666666666667,150
2012-12,0.006993006993006993,0.0,0.07692307692307693,0.3146853146853147,0.15384615384615385,0.013986013986013986,0.43356643356643354,143
2013-01,0.027624309392265192,0.011049723756906077,0.10497237569060773,0.292817679558011,0.12154696132596685,0.0055248618784530384,0.43646408839779005,181
2013-02,0.024475524475524476,0.0,0.10839160839160839,0.3076923076923077,0.1958041958041958,0.006993006993006993,0.35664335664335667,286
2013-03,0.04158790170132325,0.00945179584120983,0.07561436672967864,0.2835538752362949,0.2495274102079395,0.01890359168241966,0.32136105860113423,529
2013-04,0.052568697729988054,0.026284348864994027,0.0931899641577061,0.2031063321385902,0.25089605734767023,0.022700119474313024,0.35125448028673834,837
2013-05,0.017569546120058566,0.008784773060029283,0.0849194729136164,0.2664714494875549,0.24158125915080528,0.03806734992679356,0.34260614934114203,683
2013-06,0.020134228187919462,0.011185682326621925,0.06935123042505593,0.28187919463087246,0.2058165548098434,0.020134228187919462,0.39149888143176736,447
2013-07,0.011594202898550725,0.002898550724637681,0.10144927536231885,0.24347826086956523,0.22608695652173913,0.05217391304347826,0.36231884057971014,345
2013-08,0.009345794392523364,0.003115264797507788,0.11838006230529595,0.24610591900311526,0.19314641744548286,0.01557632398753894,0.4143302180685358,321
2013-09,0.02197802197802198,0.01098901098901099,0.08058608058608059,0.27106227106227104,0.2490842490842491,0.02564102564102564,0.34065934065934067,273
2013-10,0.034782608695652174,0.008695652173913044,0.12608695652173912,0.21739130434782608,0.20869565217391303,0.030434782608695653,0.3739130434782609,230
2013-11,0.05055487053020962,0.009864364981504316,0.08754623921085081,0.23057953144266338,0.2466091245376079,0.04562268803945746,0.32922318125770655,811
2013-12,0.05408271474019088,0.021208907741251327,0.1357370095440085,0.19406150583244963,0.2301166489925769,0.031813361611876985,0.3329798515376458,943
2014-01,0.038002171552660155,0.01520086862106406,0.14223669923995658,0.22149837133550487,0.18458197611292074,0.0499457111834962,0.3485342019543974,921
2014-02,0.04018691588785047,0.01588785046728972,0.08130841121495327,0.20373831775700935,0.3102803738317757,0.04018691588785047,0.308411214953271,1070
2014-03,0.035398230088495575,0.014380530973451327,0.08960176991150443,0.21902654867256638,0.2488938053097345,0.03761061946902655,0.35508849557522126,904
2014-04,0.03337783711615487,0.017356475300400534,0.11481975967957277,0.2096128170894526,0.2162883845126836,0.0520694259012016,0.35647530040053405,749
2014-05,0.05271317829457364,0.017054263565891473,0.14728682170542637,0.1813953488372093,0.2372093023255814,0.03255813953488372,0.33178294573643413,645
2014-06,0.058922558922558925,0.011784511784511785,0.16498316498316498,0.21212121212121213,0.23737373737373738,0.03198653198653199,0.2828282828282828,594
2014-07,0.05539772727272727,0.011363636363636364,0.16051136363636365,0.2002840909090909,0.2059659090909091,0.03409090909090909,0.33238636363636365,704
2014-08,0.0456140350877193,0.02280701754385965,0.156140350877193,0.20175438596491227,0.2,0.03333333333333333,0.34035087719298246,570
2014-09,0.041237113402061855,0.02577319587628866,0.17697594501718214,0.18900343642611683,0.21305841924398625,0.03951890034364261,0.31443298969072164,582
2014-10,0.024630541871921183,0.014778325123152709,0.10180623973727422,0.24794745484400657,0.22988505747126436,0.04433497536945813,0.3366174055829228,609
2014-11,0.032,0.010666666666666666,0.13866666666666666,0.22666666666666666,0.18933333333333333,0.013333333333333334,0.3893333333333333,375
2014-12,0.03275109170305677,0.008733624454148471,0.15938864628820962,0.2074235807860262,0.16593886462882096,0.043668122270742356,0.38209606986899564,458
2015-01,0.06498194945848375,0.039711191335740074,0.09025270758122744,0.2111913357400722,0.24729241877256317,0.039711191335740074,0.30685920577617326,554
2015-02,0.03877551020408163,0.014285714285714285,0.16122448979591836,0.18775510204081633,0.2571428571428571,0.044897959183673466,0.29591836734693877,490
2015-03,0.030732860520094562,0.009456264775413711,0.12056737588652482,0.25295508274231676,0.19858156028368795,0.03546099290780142,0.35224586288416077,423
2015-04,0.03414634146341464,0.014634146341463415,0.13170731707317074,0.22682926829268293,0.22926829268292684,0.05609756097560976,0.3073170731707317,410
2015-05,0.0275,0.01,0.075,0.2975,0.225,0.0575,0.3075,400
2015-06,0.034858387799564274,0.006535947712418301,0.09368191721132897,0.32461873638344224,0.23965141612200436,0.04793028322440087,0.25272331154684097,459
2015-07,0.036605657237936774,0.004991680532445923,0.09816971713810316,0.2762063227953411,0.22628951747088186,0.03494176372712146,0.3227953410981697,601
2015-08,0.02207792207792208,0.01038961038961039,0.05584415584415584,0.35714285714285715,0.2818181818181818,0.032467532467532464,0.24025974025974026,770
2015-09,0.027149321266968326,0.011312217194570135,0.049773755656108594,0.3506787330316742,0.3076923076923077,0.02262443438914027,0.23076923076923078,442
2015-10,0.024324324324324326,0.005405405405405406,0.11351351351351352,0.26756756756756755,0.22702702702702704,0.032432432432432434,0.32972972972972975,370
2015-11,0.052763819095477386,0.01507537688442211,0.08793969849246232,0.27638190954773867,0.20100502512562815,0.04020100502512563,0.32663316582914576,398
2015-12,0.046511627906976744,0.007751937984496124,0.06459948320413436,0.32041343669250644,0.19638242894056848,0.03875968992248062,0.32558139534883723,387
2016-01,0.024834437086092714,0.009933774834437087,0.0728476821192053,0.30629139072847683,0.2847682119205298,0.04304635761589404,0.2582781456953642,604
2016-02,0.021235521235521235,0.005791505791505791,0.07142857142857142,0.3223938223938224,0.22393822393822393,0.03474903474903475,0.3204633204633205,518
2016-03,0.02857142857142857,0.0,0.05974025974025974,0.34025974025974026,0.2545454545454545,0.05454545454545454,0.2623376623376623,385
2016-04,0.037037037037037035,0.0,0.1225071225071225,0.28774928774928776,0.17094017094017094,0.042735042735042736,0.33903133903133903,351
2016-05,0.04072398190045249,0.011312217194570135,0.07918552036199095,0.29638009049773756,0.20135746606334842,0.04524886877828054,0.3257918552036199,442
2016-06,0.06637168141592921,0.017699115044247787,0.09734513274336283,0.2411504424778761,0.21460176991150443,0.05530973451327434,0.3075221238938053,452
2016-07,0.06947890818858561,0.02729528535980149,0.09181141439205956,0.23821339950372208,0.20595533498759305,0.04466501240694789,0.3225806451612903,403
2016-08,0.02717391304347826,0.002717391304347826,0.057065217391304345,0.2608695652173913,0.20923913043478262,0.0625,0.3804347826086957,368
2016-09,0.03225806451612903,0.007168458781362007,0.07168458781362007,0.2831541218637993,0.1971326164874552,0.07885304659498207,0.32974910394265233,279
2016-10,0.027607361963190184,0.003067484662576687,0.1165644171779141,0.2822085889570552,0.19938650306748465,0.049079754601226995,0.3220858895705521,326
2016-11,0.03529411764705882,0.0,0.1,0.3088235294117647,0.23823529411764705,0.03529411764705882,0.2823529411764706,340
2016-12,0.03374233128834356,0.003067484662576687,0.0705521472392638,0.2822085889570552,0.2331288343558282,0.03987730061349693,0.3374233128834356,326
2017-01,0.02564102564102564,0.017094017094017096,0.08333333333333333,0.27564102564102566,0.24786324786324787,0.0405982905982906,0.30982905982905984,468
2017-02,0.029880478087649404,0.013944223107569721,0.0796812749003984,0.2948207171314741,0.28286852589641437,0.043824701195219126,0.2549800796812749,502
2017-03,0.03767491926803014,0.015069967707212056,0.03336921420882669,0.32723358449946177,0.317545748116254,0.07965554359526372,0.18945102260495156,929
2017-04,0.02018348623853211,0.01834862385321101,0.07155963302752294,0.344954128440367,0.30275229357798167,0.05321100917431193,0.1889908256880734,545
2017-05,0.06464924346629987,0.024759284731774415,0.07152682255845942,0.27097661623108665,0.2640990371389271,0.08665749656121045,0.2173314993122421,727
2017-06,0.05733333333333333,0.030666666666666665,0.06533333333333333,0.25333333333333335,0.268,0.08533333333333333,0.24,750
2017-07,0.0521901211556384,0.032618825722273995,0.04100652376514446,0.2982292637465051,0.23765144454799628,0.08853681267474371,0.24976700838769805,1073
2017-08,0.08396946564885496,0.020038167938931296,0.06393129770992366,0.26145038167938933,0.2366412213740458,0.09351145038167939,0.24045801526717558,1048
2017-09,0.09516129032258064,0.06935483870967742,0.08306451612903226,0.15241935483870966,0.2806451612903226,0.07661290322580645,0.24274193548387096,1240
2017-10,0.08441158348736907,0.033271719038817,0.0751694393099199,0.22057917436845348,0.22057917436845348,0.09796672828096119,0.2680221811460259,1623
2017-11,0.12682333873581847,0.06442463533225283,0.06320907617504051,0.16653160453808752,0.23298217179902755,0.11831442463533225,0.22771474878444084,2468
2017-12,0.1183939601921757,0.06863417982155114,0.045298558682223745,0.16266300617707619,0.2299245024021963,0.106726149622512,0.26835964310226496,2914
2018-01,0.10030511060259344,0.06064073226544622,0.05568268497330282,0.15942028985507245,0.2372234935163997,0.11594202898550725,0.2707856598016781,2622
2018-02,0.11988582302568981,0.08087535680304472,0.07897240723120837,0.13320647002854424,0.21503330161750714,0.10751665080875357,0.26450999048525214,2102
2018-03,0.10975035327366933,0.07724917569477155,0.09232218558643429,0.13377296278850684,0.209609043805935,0.10409797456429581,0.2731983042863872,2123
2018-04,0.14273789649415694,0.07345575959933222,0.08430717863105175,0.12604340567612687,0.20951585976627712,0.09348914858096828,0.2704507512520868,1198
2018-05,0.08743169398907104,0.0546448087431694,0.07513661202185792,0.18032786885245902,0.2226775956284153,0.11612021857923498,0.26366120218579236,732
2018-06,0.09424083769633508,0.07504363001745201,0.10645724258289703,0.14485165794066318,0.22164048865619546,0.1012216404886562,0.25654450261780104,573
2018-07,0.13963963963963963,0.04054054054054054,0.13513513513513514,0.14864864864864866,0.21621621621621623,0.06156156156156156,0.25825825825825827,666
2018-08,0.1432791728212703,0.06646971935007386,0.09896602658788774,0.14032496307237813,0.21418020679468242,0.0915805022156573,0.24519940915805022,677
2018-09,0.12431444241316271,0.06946983546617916,0.12248628884826325,0.16270566727605118,0.19926873857404023,0.0712979890310786,0.25045703839122485,547
2018-10,0.08791208791208792,0.03956043956043956,0.14725274725274726,0.1824175824175824,0.2043956043956044,0.05934065934065934,0.27912087912087913,455
2018-11,0.1032258064516129,0.09032258064516129,0.09462365591397849,0.13333333333333333,0.2645161290322581,0.09247311827956989,0.221505376344086,465
2018-12,0.11444141689373297,0.051771117166212535,0.0653950953678474,0.17438692098092642,0.28610354223433243,0.05994550408719346,0.24795640326975477,367
2019-01,0.11612903225806452,0.04838709677419355,0.11290322580645161,0.1774193548387097,0.2,0.041935483870967745,0.3032258064516129,310
2019-02,0.05429864253393665,0.013574660633484163,0.14479638009049775,0.23076923076923078,0.18552036199095023,0.058823529411764705,0.31221719457013575,221
2019-03,0.08849557522123894,0.02654867256637168,0.0752212389380531,0.24336283185840707,0.1902654867256637,0.05752212389380531,0.3185840707964602,226
2019-04,0.09523809523809523,0.02197802197802198,0.0989010989010989,0.2087912087912088,0.20512820512820512,0.07692307692307693,0.29304029304029305,273
2019-05,0.12441314553990611,0.028169014084507043,0.1056338028169014,0.19014084507042253,0.19483568075117372,0.0539906103286385,0.3028169014084507,426
2019-06,0.08648648648648649,0.032432432432432434,0.0945945945945946,0.20810810810810812,0.21891891891891893,0.051351351351351354,0.3081081081081081,370
2019-07,0.1037463976945245,0.020172910662824207,0.11815561959654179,0.16138328530259366,0.21037463976945245,0.07492795389048991,0.3112391930835735,347
2019-08,0.07936507936507936,0.03571428571428571,0.1388888888888889,0.15079365079365079,0.20238095238095238,0.07936507936507936,0.3134920634920635,252
2019-09,0.07203389830508475,0.07627118644067797,0.1016949152542373,0.19915254237288135,0.16101694915254236,0.038135593220338986,0.3516949152542373,236
2019-10,0.09919571045576407,0.029490616621983913,0.13404825737265416,0.16353887399463807,0.19839142091152814,0.06166219839142091,0.3136729222520107,373
2019-11,0.0948509485094851,0.04336043360433604,0.14092140921409213,0.16260162601626016,0.21680216802168023,0.04336043360433604,0.2981029810298103,369
2019-12,0.13592233009708737,0.019417475728155338,0.13592233009708737,0.18122977346278318,0.19741100323624594,0.045307443365695796,0.284789644012945,309
2020-01,0.09427609427609428,0.02356902356902357,0.10774410774410774,0.19528619528619529,0.17845117845117844,0.04040404040404041,0.3602693602693603,297
2020-02,0.0815450643776824,0.02575107296137339,0.0815450643776824,0.2017167381974249,0.15879828326180256,0.05150214592274678,0.39914163090128757,233
2020-03,0.14537444933920704,0.0881057268722467,0.16740088105726872,0.10572687224669604,0.1894273127753304,0.022026431718061675,0.28193832599118945,227
2020-04,0.14009661835748793,0.06763285024154589,0.09178743961352658,0.1642512077294686,0.17391304347826086,0.024154589371980676,0.33816425120772947,207
2020-05,0.12413793103448276,0.041379310344827586,0.05172413793103448,0.20689655172413793,0.18275862068965518,0.04827586206896552,0.3448275862068966,290
2020-06,0.08239700374531835,0.02247191011235955,0.12359550561797752,0.21348314606741572,0.16853932584269662,0.03745318352059925,0.352059925093633,267
2020-07,0.08333333333333333,0.03431372549019608,0.07352941176470588,0.25,0.19117647058823528,0.049019607843137254,0.31862745098039214,204
2020-08,0.14285714285714285,0.004329004329004329,0.09956709956709957,0.19480519480519481,0.1774891774891775,0.047619047619047616,0.3333333333333333,231
2020-09,0.08365019011406843,0.026615969581749048,0.11787072243346007,0.19771863117870722,0.20532319391634982,0.053231939163498096,0.3155893536121673,263
2020-10,0.13651877133105803,0.040955631399317405,0.11604095563139932,0.17406143344709898,0.20136518771331058,0.023890784982935155,0.30716723549488056,293
2020-11,0.19036144578313252,0.02891566265060241,0.1180722891566265,0.13975903614457832,0.1855421686746988,0.03614457831325301,0.30120481927710846,415
2020-12,0.19036144578313252,0.05783132530120482,0.09156626506024096,0.13734939759036144,0.18313253012048192,0.05060240963855422,0.2891566265060241,415
2021-01,0.17165668662674652,0.05588822355289421,0.06387225548902195,0.15169660678642716,0.16367265469061876,0.05189620758483034,0.3413173652694611,501
2021-02,0.2,0.057534246575342465,0.136986301369863,0.1095890410958904,0.18904109589041096,0.049315068493150684,0.25753424657534246,365
2021-03,0.11072664359861592,0.031141868512110725,0.11764705882352941,0.17993079584775087,0.2041522491349481,0.04498269896193772,0.31141868512110726,289
2021-04,0.1509433962264151,0.07924528301886792,0.12452830188679245,0.10943396226415095,0.22641509433962265,0.06415094339622641,0.24528301886792453,265
2021-05,0.12923076923076923,0.07076923076923076,0.08,0.14461538461538462,0.28307692307692306,0.08615384615384615,0.20615384615384616,325
2021-06,0.13803680981595093,0.04294478527607362,0.1411042944785276,0.13190184049079753,0.2791411042944785,0.049079754601226995,0.21779141104294478,326
2021-07,0.10612244897959183,0.02857142857142857,0.11020408163265306,0.2163265306122449,0.22448979591836735,0.04081632653061224,0.27346938775510204,245
2021-08,0.1076923076923077,0.019230769230769232,0.16538461538461538,0.15384615384615385,0.19230769230769232,0.038461538461538464,0.3230769230769231,260
2021-09,0.08494208494208494,0.02702702702702703,0.17374517374517376,0.18146718146718147,0.1969111969111969,0.03474903474903475,0.30115830115830117,259
2021-10,0.1130952380952381,0.041666666666666664,0.14285714285714285,0.13690476190476192,0.20238095238095238,0.047619047619047616,0.31547619047619047,168
2021-11,0.08588957055214724,0.05521472392638037,0.12269938650306748,0.1656441717791411,0.2392638036809816,0.03680981595092025,0.294478527607362,163
2021-12,0.14220183486238533,0.04128440366972477,0.08256880733944955,0.18807339449541285,0.17889908256880735,0.045871559633027525,0.3211009174311927,218
2022-01,0.14883720930232558,0.046511627906976744,0.13023255813953488,0.15348837209302327,0.15348837209302327,0.027906976744186046,0.3395348837209302,215
2022-02,0.07650273224043716,0.0546448087431694,0.2185792349726776,0.1366120218579235,0.273224043715847,0.01639344262295082,0.22404371584699453,183
2022-03,0.09523809523809523,0.040293040293040296,0.17216117216117216,0.12087912087912088,0.23443223443223443,0.047619047619047616,0.2893772893772894,273
2022-04,0.07792207792207792,0.025974025974025976,0.13852813852813853,0.16883116883116883,0.16883116883116883,0.04329004329004329,0.37662337662337664,231
2022-05,0.09090909090909091,0.05909090909090909,0.1318181818181818,0.15454545454545454,0.19545454545454546,0.05,0.3181818181818182,220
2022-06,0.11152416356877323,0.11895910780669144,0.09293680297397769,0.13382899628252787,0.20817843866171004,0.06691449814126393,0.26765799256505574,269
2022-07,0.11627906976744186,0.05426356589147287,0.10077519379844961,0.17054263565891473,0.1821705426356589,0.046511627906976744,0.32945736434108525,258
2022-08,0.07692307692307693,0.04700854700854701,0.11965811965811966,0.18803418803418803,0.16666666666666666,0.029914529914529916,0.3717948717948718,234
2022-09,0.08780487804878048,0.04390243902439024,0.12195121951219512,0.16097560975609757,0.1951219512195122,0.04390243902439024,0.3463414634146341,205
2022-10,0.14691943127962084,0.04739336492890995,0.16113744075829384,0.12322274881516587,0.18009478672985782,0.02843601895734597,0.3127962085308057,211
2022-11,0.1341991341991342,0.03896103896103896,0.08658008658008658,0.15584415584415584,0.20346320346320346,0.03896103896103896,0.341991341991342,231
2022-12,0.08695652173913043,0.04743083003952569,0.13438735177865613,0.16600790513833993,0.15810276679841898,0.03557312252964427,0.3715415019762846,253
2023-01,0.14624505928853754,0.019762845849802372,0.13043478260869565,0.18181818181818182,0.13438735177865613,0.007905138339920948,0.3794466403162055,253
2023-02,0.08823529411764706,0.011029411764705883,0.13602941176470587,0.14338235294117646,0.21323529411764705,0.03308823529411765,0.375,272
2023-03,0.15281501340482573,0.01876675603217158,0.10455764075067024,0.14745308310991956,0.15281501340482573,0.045576407506702415,0.3780160857908847,373
2023-04,0.150997150997151,0.045584045584045586,0.10256410256410256,0.1452991452991453,0.15384615384615385,0.022792022792022793,0.3789173789173789,351
2023-05,0.11138014527845036,0.014527845036319613,0.08232445520581114,0.19128329297820823,0.2033898305084746,0.0387409200968523,0.3583535108958838,413
2023-06,0.0898876404494382,0.033707865168539325,0.10861423220973783,0.12359550561797752,0.20973782771535582,0.026217228464419477,0.40823970037453183,267
2023-07,0.15873015873015872,0.015873015873015872,0.11904761904761904,0.1388888888888889,0.14682539682539683,0.03571428571428571,0.38492063492063494,252
2023-08,0.16917293233082706,0.041353383458646614,0.10902255639097744,0.12781954887218044,0.16165413533834586,0.04887218045112782,0.34210526315789475,266
2023-09,0.13538461538461538,0.033846153846153845,0.08923076923076922,0.16923076923076924,0.19692307692307692,0.036923076923076927,0.3384615384615385,325
2023-10,0.16459627329192547,0.024844720496894408,0.07142857142857142,0.16459627329192547,0.13975155279503104,0.037267080745341616,0.39751552795031053,322
2023-11,0.1458966565349544,0.015197568389057751,0.06990881458966565,0.19756838905775076,0.1945288753799392,0.0364741641337386,0.3404255319148936,329
2023-12,0.1392757660167131,0.033426183844011144,0.06685236768802229,0.19220055710306408,0.17548746518105848,0.055710306406685235,0.3370473537604457,359
2024-01,0.14792899408284024,0.03550295857988166,0.08284023668639054,0.1863905325443787,0.14201183431952663,0.03550295857988166,0.3698224852071006,338
2024-02,0.1471861471861472,0.004329004329004329,0.05627705627705628,0.1774891774891775,0.19913419913419914,0.03896103896103896,0.37662337662337664,231
2024-03,0.20512820512820512,0.04487179487179487,0.05128205128205128,0.1794871794871795,0.14102564102564102,0.038461538461538464,0.33974358974358976,156
